"title","start_time","end_time","description","exercise_title","superset_id","exercise_notes","set_index","set_type","weight_lbs","reps","distance_miles","duration_seconds","rpe"
"Legs PF","18 Feb 2026, 16:16","18 Feb 2026, 17:01","","Leg Press Horizontal (Machine)",,"",0,"normal",80,10,,,
"Legs PF","18 Feb 2026, 16:16","18 Feb 2026, 17:01","","Leg Press Horizontal (Machine)",,"",1,"normal",160,10,,,
"Legs PF","18 Feb 2026, 16:16","18 Feb 2026, 17:01","","Leg Press Horizontal (Machine)",,"",2,"normal",320,10,,,
"Legs PF","18 Feb 2026, 16:16","18 Feb 2026, 17:01","","Leg Press Horizontal (Machine)",,"",3,"normal",300,10,,,
"Legs PF","18 Feb 2026, 16:16","18 Feb 2026, 17:01","","Hip Abduction (Machine)",,"",0,"normal",160,15,,,
"Legs PF","18 Feb 2026, 16:16","18 Feb 2026, 17:01","","Hip Abduction (Machine)",,"",1,"normal",150,15,,,
"Legs PF","18 Feb 2026, 16:16","18 Feb 2026, 17:01","","Hip Abduction (Machine)",,"",2,"normal",150,12,,,
"Legs PF","18 Feb 2026, 16:16","18 Feb 2026, 17:01","","Hip Adduction (Machine)",,"",0,"normal",140,15,,,
"Legs PF","18 Feb 2026, 16:16","18 Feb 2026, 17:01","","Hip Adduction (Machine)",,"",1,"normal",140,20,,,
"Legs PF","18 Feb 2026, 16:16","18 Feb 2026, 17:01","","Seated Leg Curl (Machine)",,"",0,"normal",130,10,,,
"Legs PF","18 Feb 2026, 16:16","18 Feb 2026, 17:01","","Seated Leg Curl (Machine)",,"",1,"normal",160,10,,,
"Legs PF","18 Feb 2026, 16:16","18 Feb 2026, 17:01","","Seated Leg Curl (Machine)",,"",2,"normal",170,8,,,
"Afternoon workout 💪","17 Feb 2026, 16:12","17 Feb 2026, 17:03","","Lat Pulldown (Machine)",,"",0,"normal",100,10,,,
"Afternoon workout 💪","17 Feb 2026, 16:12","17 Feb 2026, 17:03","","Lat Pulldown (Machine)",,"",1,"normal",180,10,,,
"Afternoon workout 💪","17 Feb 2026, 16:12","17 Feb 2026, 17:03","","Lat Pulldown (Machine)",,"",2,"normal",150,10,,,
"Afternoon workout 💪","17 Feb 2026, 16:12","17 Feb 2026, 17:03","","Lat Pulldown (Machine)",,"",3,"normal",130,8,,,
"Afternoon workout 💪","17 Feb 2026, 16:12","17 Feb 2026, 17:03","","Seated Cable Row - V Grip (Cable)",,"",0,"normal",80,10,,,
"Afternoon workout 💪","17 Feb 2026, 16:12","17 Feb 2026, 17:03","","Seated Cable Row - V Grip (Cable)",,"",1,"normal",110,10,,,
"Afternoon workout 💪","17 Feb 2026, 16:12","17 Feb 2026, 17:03","","Seated Cable Row - V Grip (Cable)",,"",2,"normal",110,8,,,
"Afternoon workout 💪","17 Feb 2026, 16:12","17 Feb 2026, 17:03","","Preacher Curl (Machine)",,"",0,"normal",100,10,,,
"Afternoon workout 💪","17 Feb 2026, 16:12","17 Feb 2026, 17:03","","Preacher Curl (Machine)",,"",1,"normal",80,10,,,
"Afternoon workout 💪","17 Feb 2026, 16:12","17 Feb 2026, 17:03","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",80,12,,,
"Afternoon workout 💪","17 Feb 2026, 16:12","17 Feb 2026, 17:03","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",80,12,,,
"Afternoon workout 💪","17 Feb 2026, 16:12","17 Feb 2026, 17:03","","Cross Body Hammer Curl",,"Alrernating",0,"normal",30,10,,,
"Afternoon workout 💪","17 Feb 2026, 16:12","17 Feb 2026, 17:03","","Bicep Curl (Dumbbell)",,"",0,"normal",30,10,,,
"Morning workout ☀️","15 Feb 2026, 09:24","15 Feb 2026, 10:25","","Incline Bench Press (Smith Machine)",,"",0,"normal",25,10,,,
"Morning workout ☀️","15 Feb 2026, 09:24","15 Feb 2026, 10:25","","Incline Bench Press (Smith Machine)",,"",1,"normal",75,10,,,
"Morning workout ☀️","15 Feb 2026, 09:24","15 Feb 2026, 10:25","","Incline Bench Press (Smith Machine)",,"",2,"normal",135,8,,,
"Morning workout ☀️","15 Feb 2026, 09:24","15 Feb 2026, 10:25","","Incline Bench Press (Smith Machine)",,"",3,"normal",135,6,,,
"Morning workout ☀️","15 Feb 2026, 09:24","15 Feb 2026, 10:25","","Seated Shoulder Press (Machine)",,"",0,"normal",100,8,,,
"Morning workout ☀️","15 Feb 2026, 09:24","15 Feb 2026, 10:25","","Seated Shoulder Press (Machine)",,"",1,"normal",160,7,,,
"Morning workout ☀️","15 Feb 2026, 09:24","15 Feb 2026, 10:25","","Seated Shoulder Press (Machine)",,"",2,"normal",140,8,,,
"Morning workout ☀️","15 Feb 2026, 09:24","15 Feb 2026, 10:25","","Seated Shoulder Press (Machine)",,"",3,"normal",120,6,,,
"Morning workout ☀️","15 Feb 2026, 09:24","15 Feb 2026, 10:25","","Triceps Dip",,"",0,"normal",,8,,,
"Morning workout ☀️","15 Feb 2026, 09:24","15 Feb 2026, 10:25","","Triceps Dip",,"",1,"normal",,4,,,
"Morning workout ☀️","15 Feb 2026, 09:24","15 Feb 2026, 10:25","","Triceps Dip (Assisted)",,"",0,"dropset",,4,,,
"Morning workout ☀️","15 Feb 2026, 09:24","15 Feb 2026, 10:25","","Seated Dip Machine",,"",0,"normal",160,6,,,
"Morning workout ☀️","15 Feb 2026, 09:24","15 Feb 2026, 10:25","","Seated Dip Machine",,"",1,"normal",115,12,,,
"Morning workout ☀️","15 Feb 2026, 09:24","15 Feb 2026, 10:25","","Chest Fly (Machine)",,"",0,"normal",115,10,,,
"Morning workout ☀️","15 Feb 2026, 09:24","15 Feb 2026, 10:25","","Chest Fly (Machine)",,"",1,"normal",100,8,,,
"Legs PF","14 Feb 2026, 08:21","14 Feb 2026, 09:01","","Leg Press Horizontal (Machine)",,"",0,"normal",200,10,,,
"Legs PF","14 Feb 2026, 08:21","14 Feb 2026, 09:01","","Leg Press Horizontal (Machine)",,"",1,"normal",260,15,,,
"Legs PF","14 Feb 2026, 08:21","14 Feb 2026, 09:01","","Leg Press Horizontal (Machine)",,"",2,"normal",300,15,,,
"Legs PF","14 Feb 2026, 08:21","14 Feb 2026, 09:01","","Leg Press Horizontal (Machine)",,"",3,"normal",280,10,,,
"Legs PF","14 Feb 2026, 08:21","14 Feb 2026, 09:01","","Leg Extension (Machine)",,"",0,"normal",100,10,,,
"Legs PF","14 Feb 2026, 08:21","14 Feb 2026, 09:01","","Leg Extension (Machine)",,"",1,"normal",170,12,,,
"Legs PF","14 Feb 2026, 08:21","14 Feb 2026, 09:01","","Leg Extension (Machine)",,"",2,"normal",150,10,,,
"Legs PF","14 Feb 2026, 08:21","14 Feb 2026, 09:01","","Standing Calf Raise (Machine)",,"",0,"normal",180,15,,,
"Legs PF","14 Feb 2026, 08:21","14 Feb 2026, 09:01","","Standing Calf Raise (Machine)",,"",1,"normal",180,15,,,
"Legs PF","14 Feb 2026, 08:21","14 Feb 2026, 09:01","","Hip Abduction (Machine)",,"",0,"normal",130,15,,,
"Legs PF","14 Feb 2026, 08:21","14 Feb 2026, 09:01","","Hip Abduction (Machine)",,"",1,"normal",160,15,,,
"Legs PF","14 Feb 2026, 08:21","14 Feb 2026, 09:01","","Hip Adduction (Machine)",,"",0,"normal",120,15,,,
"Legs PF","14 Feb 2026, 08:21","14 Feb 2026, 09:01","","Hip Adduction (Machine)",,"",1,"normal",160,20,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Incline Bench Press (Smith Machine)",,"",0,"normal",25,12,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Incline Bench Press (Smith Machine)",,"",1,"normal",75,10,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Incline Bench Press (Smith Machine)",,"",2,"normal",115,8,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Incline Bench Press (Smith Machine)",,"",3,"normal",135,6,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Iso-Lateral Row (Machine)",,"",0,"normal",120,10,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Iso-Lateral Row (Machine)",,"",1,"normal",160,10,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Iso-Lateral Row (Machine)",,"",2,"normal",140,10,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Chest Fly (Machine)",,"",0,"normal",115,15,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Chest Fly (Machine)",,"",1,"normal",100,12,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Lat Pulldown - Close Grip (Cable)",,"",0,"normal",50,10,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Lat Pulldown - Close Grip (Cable)",,"",1,"normal",100,10,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Lat Pulldown - Close Grip (Cable)",,"",2,"normal",90,10,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Seated Shoulder Press (Machine)",,"",0,"normal",130,8,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Seated Shoulder Press (Machine)",,"",1,"normal",170,6,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Seated Shoulder Press (Machine)",,"",2,"normal",150,7,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Preacher Curl (Machine)",,"",0,"normal",100,11,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Preacher Curl (Machine)",,"",1,"normal",80,10,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Triceps Dip",,"",0,"normal",,7,,,
"Afternoon workout 💪","13 Feb 2026, 15:29","13 Feb 2026, 16:59","","Triceps Dip (Assisted)",,"",0,"dropset",50,10,,,
"Legs PF","11 Feb 2026, 16:16","11 Feb 2026, 16:46","","Leg Press Horizontal (Machine)",,"",0,"normal",200,10,,,
"Legs PF","11 Feb 2026, 16:16","11 Feb 2026, 16:46","","Leg Press Horizontal (Machine)",,"",1,"normal",300,10,,,
"Legs PF","11 Feb 2026, 16:16","11 Feb 2026, 16:46","","Leg Press Horizontal (Machine)",,"",2,"normal",360,14,,,
"Legs PF","11 Feb 2026, 16:16","11 Feb 2026, 16:46","","Leg Press Horizontal (Machine)",,"",3,"normal",320,12,,,
"Legs PF","11 Feb 2026, 16:16","11 Feb 2026, 16:46","","Hip Abduction (Machine)",,"",0,"normal",120,15,,,
"Legs PF","11 Feb 2026, 16:16","11 Feb 2026, 16:46","","Hip Abduction (Machine)",,"",1,"normal",160,20,,,
"Legs PF","11 Feb 2026, 16:16","11 Feb 2026, 16:46","","Hip Abduction (Machine)",,"",2,"normal",140,15,,,
"Legs PF","11 Feb 2026, 16:16","11 Feb 2026, 16:46","","Hip Adduction (Machine)",,"",0,"normal",120,15,,,
"Legs PF","11 Feb 2026, 16:16","11 Feb 2026, 16:46","","Hip Adduction (Machine)",,"",1,"normal",170,20,,,
"Legs PF","11 Feb 2026, 16:16","11 Feb 2026, 16:46","","Leg Extension (Machine)",,"",0,"normal",130,8,,,
"Legs PF","11 Feb 2026, 16:16","11 Feb 2026, 16:46","","Leg Extension (Machine)",,"",1,"normal",180,10,,,
"Legs PF","11 Feb 2026, 16:16","11 Feb 2026, 16:46","","Leg Extension (Machine)",,"",2,"normal",150,12,,,
"Afternoon workout 💪","10 Feb 2026, 16:09","10 Feb 2026, 16:53","","Lat Pulldown (Machine)",,"",0,"normal",100,8,,,
"Afternoon workout 💪","10 Feb 2026, 16:09","10 Feb 2026, 16:53","","Lat Pulldown (Machine)",,"",1,"normal",200,8,,,
"Afternoon workout 💪","10 Feb 2026, 16:09","10 Feb 2026, 16:53","","Lat Pulldown (Machine)",,"",2,"normal",170,8,,,
"Afternoon workout 💪","10 Feb 2026, 16:09","10 Feb 2026, 16:53","","Iso-Lateral Row (Machine)",,"",0,"normal",180,6,,,
"Afternoon workout 💪","10 Feb 2026, 16:09","10 Feb 2026, 16:53","","Iso-Lateral Row (Machine)",,"",1,"normal",140,11,,,
"Afternoon workout 💪","10 Feb 2026, 16:09","10 Feb 2026, 16:53","","Iso-Lateral Row (Machine)",,"",2,"normal",100,10,,,
"Afternoon workout 💪","10 Feb 2026, 16:09","10 Feb 2026, 16:53","","Preacher Curl (Machine)",,"",0,"normal",100,10,,,
"Afternoon workout 💪","10 Feb 2026, 16:09","10 Feb 2026, 16:53","","Preacher Curl (Machine)",,"",1,"dropset",80,6,,,
"Afternoon workout 💪","10 Feb 2026, 16:09","10 Feb 2026, 16:53","","Preacher Curl (Machine)",,"",2,"dropset",60,3,,,
"Afternoon workout 💪","10 Feb 2026, 16:09","10 Feb 2026, 16:53","","Rear Delt Reverse Fly (Machine)",,"",0,"normal",90,12,,,
"Afternoon workout 💪","10 Feb 2026, 16:09","10 Feb 2026, 16:53","","Rear Delt Reverse Fly (Machine)",,"",1,"normal",80,12,,,
"Afternoon workout 💪","10 Feb 2026, 16:09","10 Feb 2026, 16:53","","Rear Delt Reverse Fly (Machine)",,"",2,"normal",60,15,,,
"Afternoon workout 💪","10 Feb 2026, 16:09","10 Feb 2026, 16:53","","Cross Body Hammer Curl",,"Alrernating",0,"normal",30,10,,,
"Push Vfit","8 Feb 2026, 09:27","8 Feb 2026, 10:20","","Bench Press (Barbell)",,"",0,"normal",45,10,,,
"Push Vfit","8 Feb 2026, 09:27","8 Feb 2026, 10:20","","Bench Press (Barbell)",,"",1,"normal",95,8,,,
"Push Vfit","8 Feb 2026, 09:27","8 Feb 2026, 10:20","","Bench Press (Barbell)",,"",2,"normal",135,10,,,
"Push Vfit","8 Feb 2026, 09:27","8 Feb 2026, 10:20","","Bench Press (Barbell)",,"",3,"failure",155,6,,,
"Push Vfit","8 Feb 2026, 09:27","8 Feb 2026, 10:20","","Incline Chest Press (Machine)",,"Hoist roc a DC",0,"normal",180,8,,,
"Push Vfit","8 Feb 2026, 09:27","8 Feb 2026, 10:20","","Incline Chest Press (Machine)",,"Hoist roc a DC",1,"normal",10,8,,,
"Push Vfit","8 Feb 2026, 09:27","8 Feb 2026, 10:20","","Cable Fly Crossovers",,"",0,"normal",32.5,10,,,
"Push Vfit","8 Feb 2026, 09:27","8 Feb 2026, 10:20","","Cable Fly Crossovers",,"",1,"normal",27.5,3,,,
"Push Vfit","8 Feb 2026, 09:27","8 Feb 2026, 10:20","","Triceps Dip",,"",0,"normal",,6,,,
"Push Vfit","8 Feb 2026, 09:27","8 Feb 2026, 10:20","","Triceps Dip",,"",1,"normal",,3,,,
"Push Vfit","8 Feb 2026, 09:27","8 Feb 2026, 10:20","","Triceps Rope Pushdown",,"",0,"normal",37.5,12,,,
"Push Vfit","8 Feb 2026, 09:27","8 Feb 2026, 10:20","","Triceps Rope Pushdown",,"",1,"normal",17.5,15,,,
"Push Vfit","8 Feb 2026, 09:27","8 Feb 2026, 10:20","","Seated Shoulder Press (Machine)",,"",0,"normal",158,4,,,
"Push Vfit","8 Feb 2026, 09:27","8 Feb 2026, 10:20","","Seated Shoulder Press (Machine)",,"",1,"normal",118,6,,,
"Push Vfit","8 Feb 2026, 09:27","8 Feb 2026, 10:20","","Lateral Raise (Dumbbell)",,"",0,"normal",30,15,,,
"Push Vfit","8 Feb 2026, 09:27","8 Feb 2026, 10:20","","Lateral Raise (Dumbbell)",,"",1,"normal",30,12,,,
"Legs PF","7 Feb 2026, 13:08","7 Feb 2026, 13:51","","Leg Press Horizontal (Machine)",,"",0,"normal",200,10,,,
"Legs PF","7 Feb 2026, 13:08","7 Feb 2026, 13:51","","Leg Press Horizontal (Machine)",,"",1,"normal",280,10,,,
"Legs PF","7 Feb 2026, 13:08","7 Feb 2026, 13:51","","Leg Press Horizontal (Machine)",,"",2,"normal",380,10,,,
"Legs PF","7 Feb 2026, 13:08","7 Feb 2026, 13:51","","Leg Press Horizontal (Machine)",,"",3,"normal",320,12,,,
"Legs PF","7 Feb 2026, 13:08","7 Feb 2026, 13:51","","Leg Extension (Machine)",,"",0,"normal",130,10,,,
"Legs PF","7 Feb 2026, 13:08","7 Feb 2026, 13:51","","Leg Extension (Machine)",,"",1,"normal",190,10,,,
"Legs PF","7 Feb 2026, 13:08","7 Feb 2026, 13:51","","Leg Extension (Machine)",,"",2,"normal",170,12,,,
"Legs PF","7 Feb 2026, 13:08","7 Feb 2026, 13:51","","Hip Adduction (Machine)",,"",0,"normal",110,20,,,
"Legs PF","7 Feb 2026, 13:08","7 Feb 2026, 13:51","","Hip Adduction (Machine)",,"",1,"normal",160,15,,,
"Legs PF","7 Feb 2026, 13:08","7 Feb 2026, 13:51","","Hip Abduction (Machine)",,"",0,"normal",110,15,,,
"Legs PF","7 Feb 2026, 13:08","7 Feb 2026, 13:51","","Hip Abduction (Machine)",,"",1,"normal",160,15,,,
"Morning workout ☀️","6 Feb 2026, 09:49","6 Feb 2026, 10:46","","Pull Up (Assisted)",,"",0,"normal",50,11,,,
"Morning workout ☀️","6 Feb 2026, 09:49","6 Feb 2026, 10:46","","Pull Up (Assisted)",,"",1,"normal",70,10,,,
"Morning workout ☀️","6 Feb 2026, 09:49","6 Feb 2026, 10:46","","Triceps Dip",,"",0,"normal",,8,,,
"Morning workout ☀️","6 Feb 2026, 09:49","6 Feb 2026, 10:46","","Iso-Lateral Row (Machine)",,"",0,"normal",100,6,,,
"Morning workout ☀️","6 Feb 2026, 09:49","6 Feb 2026, 10:46","","Iso-Lateral Row (Machine)",,"",1,"normal",200,6,,,
"Morning workout ☀️","6 Feb 2026, 09:49","6 Feb 2026, 10:46","","Iso-Lateral Row (Machine)",,"",2,"normal",160,10,,,
"Morning workout ☀️","6 Feb 2026, 09:49","6 Feb 2026, 10:46","","Incline Bench Press (Smith Machine)",,"",0,"normal",25,10,,,
"Morning workout ☀️","6 Feb 2026, 09:49","6 Feb 2026, 10:46","","Incline Bench Press (Smith Machine)",,"",1,"normal",115,11,,,
"Morning workout ☀️","6 Feb 2026, 09:49","6 Feb 2026, 10:46","","Incline Bench Press (Smith Machine)",,"",2,"normal",115,8,,,
"Morning workout ☀️","6 Feb 2026, 09:49","6 Feb 2026, 10:46","","Chest Fly (Machine)",,"",0,"normal",120,8,,,
"Morning workout ☀️","6 Feb 2026, 09:49","6 Feb 2026, 10:46","","Chest Fly (Machine)",,"",1,"normal",100,10,,,
"Morning workout ☀️","6 Feb 2026, 09:49","6 Feb 2026, 10:46","","Chest Fly (Machine)",,"",2,"normal",80,12,,,
"Morning workout ☀️","6 Feb 2026, 09:49","6 Feb 2026, 10:46","","Seated Incline Curl (Dumbbell)",,"",0,"normal",50,12,,,
"Morning workout ☀️","6 Feb 2026, 09:49","6 Feb 2026, 10:46","","Seated Incline Curl (Dumbbell)",,"",1,"normal",50,8,,,
"Morning workout ☀️","6 Feb 2026, 09:49","6 Feb 2026, 10:46","","Preacher Curl (Machine)",,"",0,"normal",100,8,,,
"Morning workout ☀️","6 Feb 2026, 09:49","6 Feb 2026, 10:46","","Preacher Curl (Machine)",,"",1,"normal",90,6,,,
"Legs PF","5 Feb 2026, 16:13","5 Feb 2026, 16:59","","Leg Press Horizontal (Machine)",,"",0,"normal",210,12,,,
"Legs PF","5 Feb 2026, 16:13","5 Feb 2026, 16:59","","Leg Press Horizontal (Machine)",,"",1,"normal",290,10,,,
"Legs PF","5 Feb 2026, 16:13","5 Feb 2026, 16:59","","Leg Press Horizontal (Machine)",,"",2,"normal",380,10,,,
"Legs PF","5 Feb 2026, 16:13","5 Feb 2026, 16:59","","Leg Press Horizontal (Machine)",,"",3,"normal",300,7,,,
"Legs PF","5 Feb 2026, 16:13","5 Feb 2026, 16:59","","Leg Extension (Machine)",,"",0,"normal",120,8,,,
"Legs PF","5 Feb 2026, 16:13","5 Feb 2026, 16:59","","Leg Extension (Machine)",,"",1,"normal",180,10,,,
"Legs PF","5 Feb 2026, 16:13","5 Feb 2026, 16:59","","Leg Extension (Machine)",,"",2,"normal",150,12,,,
"Legs PF","5 Feb 2026, 16:13","5 Feb 2026, 16:59","","Hip Abduction (Machine)",,"",0,"normal",110,15,,,
"Legs PF","5 Feb 2026, 16:13","5 Feb 2026, 16:59","","Hip Abduction (Machine)",,"",1,"normal",165,17,,,
"Legs PF","5 Feb 2026, 16:13","5 Feb 2026, 16:59","","Hip Abduction (Machine)",,"",2,"normal",135,20,,,
"Legs PF","5 Feb 2026, 16:13","5 Feb 2026, 16:59","","Hip Adduction (Machine)",,"",0,"normal",110,15,,,
"Legs PF","5 Feb 2026, 16:13","5 Feb 2026, 16:59","","Hip Adduction (Machine)",,"",1,"normal",170,20,,,
"Legs PF","5 Feb 2026, 16:13","5 Feb 2026, 16:59","","Seated Calf Raise",,"",0,"normal",115,15,,,
"Legs PF","5 Feb 2026, 16:13","5 Feb 2026, 16:59","","Seated Calf Raise",,"",1,"normal",135,12,,,
"Legs PF","5 Feb 2026, 16:13","5 Feb 2026, 16:59","","Standing Calf Raise (Dumbbell)",,"",0,"normal",90,25,,,
"Legs PF","5 Feb 2026, 16:13","5 Feb 2026, 16:59","","Standing Calf Raise (Dumbbell)",,"",1,"normal",90,30,,,
"Afternoon workout 💪","3 Feb 2026, 16:10","3 Feb 2026, 16:39","","Lat Pulldown (Machine)",,"",0,"normal",100,10,,,
"Afternoon workout 💪","3 Feb 2026, 16:10","3 Feb 2026, 16:39","","Lat Pulldown (Machine)",,"",1,"normal",140,8,,,
"Afternoon workout 💪","3 Feb 2026, 16:10","3 Feb 2026, 16:39","","Lat Pulldown (Machine)",,"",2,"normal",220,6,,,
"Afternoon workout 💪","3 Feb 2026, 16:10","3 Feb 2026, 16:39","","Lat Pulldown (Machine)",,"",3,"normal",180,8,,,
"Afternoon workout 💪","3 Feb 2026, 16:10","3 Feb 2026, 16:39","","Dumbbell Row",,"",0,"normal",35,12,,,
"Afternoon workout 💪","3 Feb 2026, 16:10","3 Feb 2026, 16:39","","Dumbbell Row",,"",1,"normal",35,12,,,
"Afternoon workout 💪","3 Feb 2026, 16:10","3 Feb 2026, 16:39","","Dumbbell Row",,"",2,"normal",35,12,,,
"Afternoon workout 💪","3 Feb 2026, 16:10","3 Feb 2026, 16:39","","Seated Incline Curl (Dumbbell)",,"",0,"normal",60,8,,,
"Afternoon workout 💪","3 Feb 2026, 16:10","3 Feb 2026, 16:39","","Seated Incline Curl (Dumbbell)",,"",1,"normal",60,10,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Bench Press (Smith Machine)",,"",0,"normal",25,10,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Bench Press (Smith Machine)",,"",1,"normal",75,10,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Bench Press (Smith Machine)",,"",2,"normal",115,10,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Bench Press (Smith Machine)",,"",3,"normal",135,9,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Bench Press (Smith Machine)",,"",4,"normal",115,10,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Seated Shoulder Press (Machine)",,"",0,"normal",110,8,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Seated Shoulder Press (Machine)",,"",1,"normal",150,7,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Seated Shoulder Press (Machine)",,"",2,"normal",110,10,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Triceps Dip",,"",0,"normal",,7,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Triceps Dip",,"",1,"normal",,4,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Triceps Dip (Assisted)",,"",0,"dropset",40,4,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Chest Fly (Machine)",,"",0,"normal",115,7,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Chest Fly (Machine)",,"",1,"normal",100,8,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Chest Fly (Machine)",,"",2,"normal",85,10,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Triceps Rope Pushdown",,"",0,"normal",37.5,12,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Triceps Rope Pushdown",,"",1,"normal",32.5,12,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Triceps Rope Pushdown",,"",2,"normal",32.5,10,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Standing Calf Raise (Machine)",,"",0,"normal",230,15,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Standing Calf Raise (Machine)",,"",1,"normal",180,15,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Standing Calf Raise (Dumbbell)",,"",0,"normal",90,20,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Standing Calf Raise (Dumbbell)",,"",1,"normal",90,25,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Lateral Raise (Dumbbell)",,"",0,"normal",30,12,,,
"Morning workout ☀️","1 Feb 2026, 10:10","1 Feb 2026, 11:16","","Lateral Raise (Dumbbell)",,"",1,"normal",30,15,,,
"Afternoon workout 💪","31 Jan 2026, 09:35","31 Jan 2026, 10:25","","Leg Press Horizontal (Machine)",,"",0,"normal",200,10,,,
"Afternoon workout 💪","31 Jan 2026, 09:35","31 Jan 2026, 10:25","","Leg Press Horizontal (Machine)",,"",1,"normal",280,10,,,
"Afternoon workout 💪","31 Jan 2026, 09:35","31 Jan 2026, 10:25","","Leg Press Horizontal (Machine)",,"",2,"normal",360,12,,,
"Afternoon workout 💪","31 Jan 2026, 09:35","31 Jan 2026, 10:25","","Leg Press Horizontal (Machine)",,"",3,"normal",300,15,,,
"Afternoon workout 💪","31 Jan 2026, 09:35","31 Jan 2026, 10:25","","Seated Leg Curl (Machine)",,"",0,"normal",130,12,,,
"Afternoon workout 💪","31 Jan 2026, 09:35","31 Jan 2026, 10:25","","Seated Leg Curl (Machine)",,"",1,"normal",180,12,,,
"Afternoon workout 💪","31 Jan 2026, 09:35","31 Jan 2026, 10:25","","Seated Leg Curl (Machine)",,"",2,"normal",160,10,,,
"Afternoon workout 💪","31 Jan 2026, 09:35","31 Jan 2026, 10:25","","Leg Extension (Machine)",,"",0,"normal",120,10,,,
"Afternoon workout 💪","31 Jan 2026, 09:35","31 Jan 2026, 10:25","","Leg Extension (Machine)",,"",1,"normal",160,15,,,
"Afternoon workout 💪","31 Jan 2026, 09:35","31 Jan 2026, 10:25","","Leg Extension (Machine)",,"",2,"normal",140,12,,,
"Afternoon workout 💪","31 Jan 2026, 09:35","31 Jan 2026, 10:25","","Hip Abduction (Machine)",,"",0,"normal",170,20,,,
"Afternoon workout 💪","31 Jan 2026, 09:35","31 Jan 2026, 10:25","","Hip Abduction (Machine)",,"",1,"normal",150,20,,,
"Afternoon workout 💪","31 Jan 2026, 09:35","31 Jan 2026, 10:25","","Hip Adduction (Machine)",,"Sweatpants so low ROM",0,"normal",110,20,,,
